,AIRLINE_NAME,FLIGHT_CODE,DATE_OF_JOURNEY,SOURCE,DESTINATION,DEPARTURE_TIME,ARRIVAL_TIME,DURATION,TOTAL_STOP,PRICE
0,IndiGo,6E-6413,29/11/2021,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,4566
1,IndiGo,6E-6207,29/11/2021,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,4566
2,Air India,AI-630,29/11/2021,Nagpur,Mumbai,21:10,23:05,1:55,Non Stop,4566
3,Go First,G8-2607,29/11/2021,Nagpur,Mumbai,20:15,21:45,1:30,Non Stop,4567
4,Go First,G8-601,29/11/2021,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,4567
5,Go First,G8-141,29/11/2021,Nagpur,Mumbai,08:30,10:20,1:50,Non Stop,4567
6,IndiGo,6E-976,29/11/2021,Nagpur,Mumbai,20:30,22:00,1:30,Non Stop,4724
7,Air India,AI-628,29/11/2021,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,5511
8,IndiGo,6E-297,29/11/2021,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,5926
9,IndiGo,6E-7079/6605,29/11/2021,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,8724
10,IndiGo,6E-7109/957,29/11/2021,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,9239
11,IndiGo,6E-7074/399,29/11/2021,Nagpur,Mumbai,07:10,16:40,9:30,1 Stop,9606
12,IndiGo,6E-7109/543,29/11/2021,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,10394
13,IndiGo,6E-7137/5218,29/11/2021,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,11465
14,IndiGo,6E-7137/376,29/11/2021,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,11848
15,IndiGo,6E-7137/3193,29/11/2021,Nagpur,Mumbai,15:45,21:00,5:15,1 Stop,21314
16,Air India,AI-630,08/12/2021,Nagpur,Mumbai,21:10,23:05,1:55,Non Stop,4566
17,Go First,G8-141,08/12/2021,Nagpur,Mumbai,09:25,10:50,1:25,Non Stop,4567
18,Go First,G8-601,08/12/2021,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,4567
19,Go First,G8-2607,08/12/2021,Nagpur,Mumbai,21:00,22:40,1:40,Non Stop,4567
20,IndiGo,6E-6413,08/12/2021,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,4724
21,IndiGo,6E-976,08/12/2021,Nagpur,Mumbai,20:30,22:00,1:30,Non Stop,5196
22,Air India,AI-628,08/12/2021,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,5511
23,IndiGo,6E-6207,08/12/2021,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,5511
24,Go First,G8-2516/336,08/12/2021,Nagpur,Mumbai,07:00,16:35,9:35,1 Stop,7740
25,Go First,G8-2516/392,08/12/2021,Nagpur,Mumbai,07:00,17:15,10:15,1 Stop,7740
26,Go First,G8-2516/323,08/12/2021,Nagpur,Mumbai,07:00,20:25,13:25,1 Stop,7740
27,Go First,G8-2516/346,08/12/2021,Nagpur,Mumbai,07:00,21:55,14:55,1 Stop,7740
28,IndiGo,6E-7109/957,08/12/2021,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,8189
29,IndiGo,6E-7109/543,08/12/2021,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,8504
30,IndiGo,6E-7079/6605,08/12/2021,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,8546
31,IndiGo,6E-297,08/12/2021,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,9186
32,IndiGo,6E-7074/399,08/12/2021,Nagpur,Mumbai,07:10,16:40,9:30,1 Stop,9386
33,IndiGo,6E-7137/5211,08/12/2021,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,9706
34,IndiGo,6E-7137/5218,08/12/2021,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,9706
35,Air India,AI-470/531/638,08/12/2021,Nagpur,Mumbai,08:25,21:15,36:50,2 Stop(s),11741
36,Air India,AI-470/499/612,08/12/2021,Nagpur,Mumbai,08:25,15:50,31:25,2 Stop(s),11804
37,Air India,AI-470/868,08/12/2021,Nagpur,Mumbai,08:25,20:00,11:35,1 Stop,11916
38,Air India,AI-470/624,08/12/2021,Nagpur,Mumbai,08:25,21:15,12:50,1 Stop,11916
39,Air India,AI-470/441,08/12/2021,Nagpur,Mumbai,08:25,21:35,13:10,2 Stop(s),11916
40,Air India,AI-470/887,08/12/2021,Nagpur,Mumbai,08:25,09:05,24:40,1 Stop,11916
41,Air India,AI-470/665,08/12/2021,Nagpur,Mumbai,08:25,10:10,25:45,1 Stop,11916
42,Air India,AI-470/678,08/12/2021,Nagpur,Mumbai,08:25,11:15,26:50,1 Stop,11916
43,Air India,AI-470/411/626,08/12/2021,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),13064
44,Air India,AI-470/811/626,08/12/2021,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),13064
45,Air India,AI-470/636,08/12/2021,Nagpur,Mumbai,08:25,18:15,9:50,2 Stop(s),13176
46,Air India,AI-470/805,08/12/2021,Nagpur,Mumbai,08:25,22:10,13:45,1 Stop,13176
47,Air India,AI-470/451/651,08/12/2021,Nagpur,Mumbai,08:25,16:25,32:00,2 Stop(s),14334
48,Air India,AI-470/544/616,08/12/2021,Nagpur,Mumbai,08:25,09:40,25:15,2 Stop(s),15801
49,Air India,AI-470/544/698,08/12/2021,Nagpur,Mumbai,08:25,23:55,15:30,2 Stop(s),16116
50,Air India,AI-470/471/644,08/12/2021,Nagpur,Mumbai,08:25,17:50,9:25,2 Stop(s),16431
51,Air India,AI-470/839/616,08/12/2021,Nagpur,Mumbai,08:25,09:40,25:15,2 Stop(s),16641
52,Air India,AI-470/512/699,08/12/2021,Nagpur,Mumbai,08:25,22:25,14:00,2 Stop(s),19826
53,IndiGo,6E-297,15/12/2021,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,4566
54,IndiGo,6E-976,15/12/2021,Nagpur,Mumbai,20:30,22:00,1:30,Non Stop,4566
55,Go First,G8-141,15/12/2021,Nagpur,Mumbai,09:25,10:50,1:25,Non Stop,4567
56,Go First,G8-2607,15/12/2021,Nagpur,Mumbai,21:00,22:40,1:40,Non Stop,4567
57,IndiGo,6E-6413,15/12/2021,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,4724
58,IndiGo,6E-6207,15/12/2021,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,4724
59,Go First,G8-601,15/12/2021,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,4881
60,Air India,AI-628,15/12/2021,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,5196
61,Air India,AI-630,15/12/2021,Nagpur,Mumbai,21:10,23:05,1:55,Non Stop,5196
62,Go First,G8-2516/323,15/12/2021,Nagpur,Mumbai,07:00,20:25,13:25,1 Stop,7717
63,Go First,G8-2516/346,15/12/2021,Nagpur,Mumbai,07:00,21:55,14:55,1 Stop,7717
64,Go First,G8-2516/336,15/12/2021,Nagpur,Mumbai,07:00,16:35,9:35,1 Stop,7740
65,Go First,G8-2516/392,15/12/2021,Nagpur,Mumbai,07:00,17:15,10:15,1 Stop,7740
66,IndiGo,6E-7079/6605,15/12/2021,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,7741
67,IndiGo,6E-7074/399,15/12/2021,Nagpur,Mumbai,07:10,16:40,9:30,1 Stop,8651
68,IndiGo,6E-7109/543,15/12/2021,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,8869
69,Air India,AI-470/868,15/12/2021,Nagpur,Mumbai,08:25,20:00,11:35,1 Stop,9181
70,Air India,AI-470/624,15/12/2021,Nagpur,Mumbai,08:25,21:15,12:50,1 Stop,9181
71,Air India,AI-470/441,15/12/2021,Nagpur,Mumbai,08:25,21:35,13:10,2 Stop(s),9181
72,Air India,AI-470/887,15/12/2021,Nagpur,Mumbai,08:25,09:05,24:40,1 Stop,9181
73,Air India,AI-470/665,15/12/2021,Nagpur,Mumbai,08:25,10:10,25:45,1 Stop,9181
74,Air India,AI-470/678,15/12/2021,Nagpur,Mumbai,08:25,11:15,26:50,1 Stop,9181
75,IndiGo,6E-7137/5218,15/12/2021,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,9268
76,IndiGo,6E-7109/957,15/12/2021,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,9449
77,Air India,AI-470/636,15/12/2021,Nagpur,Mumbai,08:25,18:15,9:50,2 Stop(s),10205
78,Air India,AI-470/805,15/12/2021,Nagpur,Mumbai,08:25,22:10,13:45,1 Stop,10205
79,IndiGo,6E-7137/5211,15/12/2021,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,10446
80,Air India,AI-470/499/612,15/12/2021,Nagpur,Mumbai,08:25,15:50,31:25,2 Stop(s),10961
81,Air India,AI-470/531/638,15/12/2021,Nagpur,Mumbai,08:25,21:15,36:50,2 Stop(s),11562
82,Air India,AI-470/411/626,15/12/2021,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),12717
83,Air India,AI-470/811/626,15/12/2021,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),12717
84,Air India,AI-470/451/651,15/12/2021,Nagpur,Mumbai,08:25,16:25,32:00,2 Stop(s),13814
85,Air India,AI-470/471/644,15/12/2021,Nagpur,Mumbai,08:25,17:50,9:25,2 Stop(s),14034
86,Air India,AI-470/839/616,15/12/2021,Nagpur,Mumbai,08:25,09:40,25:15,2 Stop(s),14139
87,Air India,AI-470/485/651,15/12/2021,Nagpur,Mumbai,08:25,16:25,32:00,2 Stop(s),14623
88,Air India,AI-470/512/699,15/12/2021,Nagpur,Mumbai,08:25,22:25,14:00,2 Stop(s),21149
89,IndiGo,6E-6413,23/12/2021,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,4566
90,Go First,G8-141,23/12/2021,Nagpur,Mumbai,09:25,10:50,1:25,Non Stop,4567
91,Go First,G8-601,23/12/2021,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,4567
92,Go First,G8-2607,23/12/2021,Nagpur,Mumbai,21:00,22:40,1:40,Non Stop,4567
93,Air India,AI-628,23/12/2021,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,5511
94,IndiGo,6E-297,23/12/2021,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,5926
95,IndiGo,6E-6207,23/12/2021,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,5926
96,IndiGo,6E-976,23/12/2021,Nagpur,Mumbai,20:30,22:00,1:30,Non Stop,5926
97,IndiGo,6E-7109/957,23/12/2021,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,7609
98,IndiGo,6E-7109/543,23/12/2021,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,7609
99,Go First,G8-2516/336,23/12/2021,Nagpur,Mumbai,07:00,16:35,9:35,1 Stop,7717
100,Go First,G8-2516/392,23/12/2021,Nagpur,Mumbai,07:00,17:15,10:15,1 Stop,7717
101,Go First,G8-2516/323,23/12/2021,Nagpur,Mumbai,07:00,20:25,13:25,1 Stop,7717
102,Go First,G8-2516/346,23/12/2021,Nagpur,Mumbai,07:00,21:55,14:55,1 Stop,7717
103,IndiGo,6E-7079/6605,23/12/2021,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,8756
104,IndiGo,6E-7074/399,23/12/2021,Nagpur,Mumbai,07:10,16:40,9:30,1 Stop,8861
105,Air India,AI-469/887,23/12/2021,Nagpur,Mumbai,09:20,09:05,23:45,1 Stop,9181
106,Air India,AI-469/665,23/12/2021,Nagpur,Mumbai,09:20,10:10,24:50,1 Stop,9181
107,IndiGo,6E-7137/5218,23/12/2021,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,9268
108,Air India,AI-469/441,23/12/2021,Nagpur,Mumbai,09:20,21:35,12:15,2 Stop(s),9666
109,Air India,AI-469/868,23/12/2021,Nagpur,Mumbai,09:20,20:00,10:40,1 Stop,10205
110,Air India,AI-469/678,23/12/2021,Nagpur,Mumbai,09:20,11:15,25:55,1 Stop,10205
111,Air India,AI-469/865,23/12/2021,Nagpur,Mumbai,09:20,12:50,27:30,1 Stop,10205
112,IndiGo,6E-7137/5211,23/12/2021,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,10446
113,Air India,AI-469/624,23/12/2021,Nagpur,Mumbai,09:20,21:15,11:55,1 Stop,11045
114,Air India,AI-469/805,23/12/2021,Nagpur,Mumbai,09:20,22:10,12:50,1 Stop,11045
115,Air India,AI-469/491/612,23/12/2021,Nagpur,Mumbai,09:20,15:50,6:30,2 Stop(s),11276
116,Air India,AI-469/531/638,23/12/2021,Nagpur,Mumbai,09:20,21:15,35:55,2 Stop(s),11279
117,Air India,AI-469/411/626,23/12/2021,Nagpur,Mumbai,09:20,13:25,28:05,2 Stop(s),13137
118,Air India,AI-469/811/626,23/12/2021,Nagpur,Mumbai,09:20,13:25,28:05,2 Stop(s),13484
119,Air India,AI-469/861/638,23/12/2021,Nagpur,Mumbai,09:20,21:15,11:55,2 Stop(s),14135
120,Air India,AI-469/451/651,23/12/2021,Nagpur,Mumbai,09:20,16:25,31:05,2 Stop(s),14376
121,Air India,AI-469/471/644,23/12/2021,Nagpur,Mumbai,09:20,17:50,8:30,2 Stop(s),15245
122,Air India,AI-628,29/12/2021,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,3086
123,Air India,AI-630,29/12/2021,Nagpur,Mumbai,21:10,23:05,1:55,Non Stop,3086
124,Go First,G8-141,29/12/2021,Nagpur,Mumbai,09:25,10:50,1:25,Non Stop,3253
125,Go First,G8-601,29/12/2021,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,3253
126,IndiGo,6E-6413,29/12/2021,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,3254
127,IndiGo,6E-297,29/12/2021,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,3254
128,Go First,G8-2607,29/12/2021,Nagpur,Mumbai,21:00,22:40,1:40,Non Stop,3569
129,IndiGo,6E-6207,29/12/2021,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,3884
130,IndiGo,6E-976,29/12/2021,Nagpur,Mumbai,20:30,22:00,1:30,Non Stop,3884
131,IndiGo,6E-7137/5211,29/12/2021,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,5091
132,IndiGo,6E-7137/5218,29/12/2021,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,5091
133,IndiGo,6E-7079/6605,29/12/2021,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,5788
134,Air India,AI-470/441,29/12/2021,Nagpur,Mumbai,08:25,21:35,13:10,2 Stop(s),5970
135,Air India,AI-470/887,29/12/2021,Nagpur,Mumbai,08:25,09:05,24:40,1 Stop,5970
136,Go First,G8-2516/336,29/12/2021,Nagpur,Mumbai,07:00,16:35,9:35,1 Stop,6058
137,Go First,G8-2516/392,29/12/2021,Nagpur,Mumbai,07:00,17:15,10:15,1 Stop,6058
138,Go First,G8-2516/323,29/12/2021,Nagpur,Mumbai,07:00,20:25,13:25,1 Stop,6058
139,Air India,AI-470/868,29/12/2021,Nagpur,Mumbai,08:25,20:00,11:35,1 Stop,6390
140,Air India,AI-470/624,29/12/2021,Nagpur,Mumbai,08:25,21:15,12:50,1 Stop,6390
141,Air India,AI-470/665,29/12/2021,Nagpur,Mumbai,08:25,10:10,25:45,1 Stop,6390
142,Air India,AI-470/678,29/12/2021,Nagpur,Mumbai,08:25,11:15,26:50,1 Stop,6390
143,Go First,G8-2516/346,29/12/2021,Nagpur,Mumbai,07:00,21:55,14:55,1 Stop,6442
144,IndiGo,6E-7074/399,29/12/2021,Nagpur,Mumbai,07:10,16:40,9:30,1 Stop,7407
145,IndiGo,6E-7109/543,29/12/2021,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,7454
146,Air India,AI-470/636,29/12/2021,Nagpur,Mumbai,08:25,18:15,9:50,2 Stop(s),7755
147,IndiGo,6E-7109/957,29/12/2021,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,7769
148,Air India,AI-470/531/638,29/12/2021,Nagpur,Mumbai,08:25,21:15,36:50,2 Stop(s),7811
149,Air India,AI-470/411/626,29/12/2021,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),8409
150,Air India,AI-470/805,29/12/2021,Nagpur,Mumbai,08:25,22:10,13:45,1 Stop,8490
151,Air India,AI-470/811/626,29/12/2021,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),8934
152,Air India,AI-470/499/612,29/12/2021,Nagpur,Mumbai,08:25,15:50,31:25,2 Stop(s),10509
153,Air India,AI-470/451/651,29/12/2021,Nagpur,Mumbai,08:25,16:25,32:00,2 Stop(s),10961
154,Air India,AI-470/471/644,29/12/2021,Nagpur,Mumbai,08:25,17:50,9:25,2 Stop(s),12179
155,Air India,AI-470/9809/626,29/12/2021,Nagpur,Mumbai,08:25,13:25,29:00,3 Stop(s),12935
156,Air India,AI-470/512/699,29/12/2021,Nagpur,Mumbai,08:25,22:25,14:00,2 Stop(s),21020
157,Go First,G8-601,03/01/2022,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,2697
158,Go First,G8-2607,03/01/2022,Nagpur,Mumbai,21:00,22:40,1:40,Non Stop,2697
159,Air India,AI-628,03/01/2022,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,2771
160,Go First,G8-141,03/01/2022,Nagpur,Mumbai,09:25,10:50,1:25,Non Stop,3253
161,IndiGo,6E-976,03/01/2022,Nagpur,Mumbai,20:30,21:50,1:20,Non Stop,3254
162,IndiGo,6E-6413,03/01/2022,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,3254
163,IndiGo,6E-297,03/01/2022,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,3254
164,Air India,AI-630,03/01/2022,Nagpur,Mumbai,21:10,23:05,1:55,Non Stop,3401
165,IndiGo,6E-7109/543,03/01/2022,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,4409
166,IndiGo,6E-7137/5218,03/01/2022,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,4475
167,IndiGo,6E-7137/5211,03/01/2022,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,4590
168,IndiGo,6E-7109/957,03/01/2022,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,4724
169,IndiGo,6E-6207,03/01/2022,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,5037
170,Go First,G8-2516/323,03/01/2022,Nagpur,Mumbai,07:00,20:25,13:25,1 Stop,5579
171,IndiGo,6E-7079/6605,03/01/2022,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,5699
172,Air India,AI-469/441,03/01/2022,Nagpur,Mumbai,09:20,21:35,12:15,2 Stop(s),5970
173,Air India,AI-469/665,03/01/2022,Nagpur,Mumbai,09:20,10:10,24:50,1 Stop,5970
174,Air India,AI-469/865,03/01/2022,Nagpur,Mumbai,09:20,12:50,27:30,1 Stop,5970
175,Air India,AI-469/887,03/01/2022,Nagpur,Mumbai,09:20,09:05,23:45,1 Stop,6390
176,Air India,AI-469/678,03/01/2022,Nagpur,Mumbai,09:20,11:15,25:55,1 Stop,6390
177,Air India,AI-469/868,03/01/2022,Nagpur,Mumbai,09:20,20:00,10:40,1 Stop,6915
178,Air India,AI-469/624,03/01/2022,Nagpur,Mumbai,09:20,21:15,11:55,1 Stop,6915
179,Air India,AI-469/805,03/01/2022,Nagpur,Mumbai,09:20,22:10,12:50,1 Stop,7335
180,Air India,AI-469/499/612,03/01/2022,Nagpur,Mumbai,09:20,15:50,30:30,2 Stop(s),7464
181,Go First,G8-2516/336,03/01/2022,Nagpur,Mumbai,07:00,16:35,9:35,1 Stop,7591
182,Go First,G8-2516/392,03/01/2022,Nagpur,Mumbai,07:00,17:15,10:15,1 Stop,7591
183,Go First,G8-2516/346,03/01/2022,Nagpur,Mumbai,07:00,21:55,14:55,1 Stop,7591
184,Air India,AI-469/531/638,03/01/2022,Nagpur,Mumbai,09:20,21:15,35:55,2 Stop(s),7811
185,Air India,AI-469/411/626,03/01/2022,Nagpur,Mumbai,09:20,13:25,28:05,2 Stop(s),8409
186,Air India,AI-469/636,03/01/2022,Nagpur,Mumbai,09:20,18:15,8:55,2 Stop(s),8490
187,Air India,AI-469/811/626,03/01/2022,Nagpur,Mumbai,09:20,13:25,28:05,2 Stop(s),9879
188,Air India,AI-469/451/651,03/01/2022,Nagpur,Mumbai,09:20,16:25,31:05,2 Stop(s),10331
189,Air India,AI-469/883/684,03/01/2022,Nagpur,Mumbai,09:20,08:45,23:25,2 Stop(s),10471
190,Air India,AI-469/471/644,03/01/2022,Nagpur,Mumbai,09:20,17:50,8:30,2 Stop(s),14352
191,Air India,AI-469/861/638,03/01/2022,Nagpur,Mumbai,09:20,21:15,11:55,2 Stop(s),16431
192,Air India,AI-469/512/699,03/01/2022,Nagpur,Mumbai,09:20,22:25,13:05,2 Stop(s),20075
193,Go First,G8-141,12/01/2022,Nagpur,Mumbai,09:25,10:50,1:25,Non Stop,2175
194,IndiGo,6E-6413,12/01/2022,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,2175
195,Go First,G8-601,12/01/2022,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,2175
196,Go First,G8-2607,12/01/2022,Nagpur,Mumbai,21:00,22:40,1:40,Non Stop,2175
197,IndiGo,6E-7137/5211,12/01/2022,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,2175
198,IndiGo,6E-7137/5218,12/01/2022,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,2175
199,IndiGo,6E-7079/6605,12/01/2022,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,2175
200,Air India,AI-628,12/01/2022,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,2193
201,Air India,AI-630,12/01/2022,Nagpur,Mumbai,21:10,23:05,1:55,Non Stop,2193
202,IndiGo,6E-297,12/01/2022,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,2421
203,IndiGo,6E-6207,12/01/2022,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,2421
204,IndiGo,6E-976,12/01/2022,Nagpur,Mumbai,20:30,21:50,1:20,Non Stop,2697
205,IndiGo,6E-7109/543,12/01/2022,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,3338
206,IndiGo,6E-7109/957,12/01/2022,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,4500
207,Go First,G8-2516/336,12/01/2022,Nagpur,Mumbai,07:00,16:35,9:35,1 Stop,4947
208,Go First,G8-2516/392,12/01/2022,Nagpur,Mumbai,07:00,17:15,10:15,1 Stop,4947
209,Go First,G8-2516/323,12/01/2022,Nagpur,Mumbai,07:00,20:25,13:25,1 Stop,4947
210,Go First,G8-2516/346,12/01/2022,Nagpur,Mumbai,07:00,21:55,14:55,1 Stop,4947
211,Air India,AI-470/636,12/01/2022,Nagpur,Mumbai,08:25,18:15,9:50,2 Stop(s),5098
212,Air India,AI-470/868,12/01/2022,Nagpur,Mumbai,08:25,20:00,11:35,1 Stop,5098
213,Air India,AI-470/441,12/01/2022,Nagpur,Mumbai,08:25,21:35,13:10,2 Stop(s),5098
214,Air India,AI-470/805,12/01/2022,Nagpur,Mumbai,08:25,22:10,13:45,1 Stop,5098
215,Air India,AI-470/887,12/01/2022,Nagpur,Mumbai,08:25,09:05,24:40,1 Stop,5098
216,Air India,AI-470/665,12/01/2022,Nagpur,Mumbai,08:25,10:10,25:45,1 Stop,5098
217,Air India,AI-470/678,12/01/2022,Nagpur,Mumbai,08:25,11:15,26:50,1 Stop,5098
218,Air India,AI-470/624,12/01/2022,Nagpur,Mumbai,08:25,21:15,12:50,1 Stop,5833
219,Air India,AI-470/499/612,12/01/2022,Nagpur,Mumbai,08:25,15:50,31:25,2 Stop(s),6386
220,Air India,AI-470/544/698,12/01/2022,Nagpur,Mumbai,08:25,23:55,15:30,2 Stop(s),6453
221,Air India,AI-470/544/616,12/01/2022,Nagpur,Mumbai,08:25,09:40,25:15,2 Stop(s),6453
222,Air India,AI-470/839/616,12/01/2022,Nagpur,Mumbai,08:25,09:40,25:15,2 Stop(s),6453
223,Air India,AI-470/531/638,12/01/2022,Nagpur,Mumbai,08:25,21:15,36:50,2 Stop(s),6614
224,Air India,AI-470/471/644,12/01/2022,Nagpur,Mumbai,08:25,17:50,9:25,2 Stop(s),7181
225,Air India,AI-470/411/626,12/01/2022,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),7853
226,Air India,AI-470/811/626,12/01/2022,Nagpur,Mumbai,08:25,13:25,29:00,2 Stop(s),7853
227,Air India,AI-470/451/651,12/01/2022,Nagpur,Mumbai,08:25,16:25,32:00,2 Stop(s),8934
228,Air India,AI-470/485/651,12/01/2022,Nagpur,Mumbai,08:25,16:25,32:00,2 Stop(s),8934
229,Air India,AI-470/512/699,12/01/2022,Nagpur,Mumbai,08:25,22:25,14:00,2 Stop(s),9389
230,IndiGo,6E-976,19/01/2022,Nagpur,Mumbai,20:30,21:50,1:20,Non Stop,2175
231,IndiGo,6E-6413,19/01/2022,Nagpur,Mumbai,05:35,07:05,1:30,Non Stop,2175
232,IndiGo,6E-6207,19/01/2022,Nagpur,Mumbai,15:30,17:00,1:30,Non Stop,2175
233,Go First,G8-601,19/01/2022,Nagpur,Mumbai,10:50,12:25,1:35,Non Stop,2175
234,Go First,G8-2607,19/01/2022,Nagpur,Mumbai,21:00,22:40,1:40,Non Stop,2175
235,IndiGo,6E-7109/957,19/01/2022,Nagpur,Mumbai,13:10,18:05,4:55,1 Stop,2175
236,IndiGo,6E-7109/543,19/01/2022,Nagpur,Mumbai,13:10,22:25,9:15,1 Stop,2175
237,Air India,AI-630,19/01/2022,Nagpur,Mumbai,21:10,23:05,1:55,Non Stop,2193
238,Go First,G8-141,19/01/2022,Nagpur,Mumbai,09:25,10:50,1:25,Non Stop,2697
239,IndiGo,6E-297,19/01/2022,Nagpur,Mumbai,10:35,12:05,1:30,Non Stop,2697
240,Air India,AI-628,19/01/2022,Nagpur,Mumbai,07:55,09:20,1:25,Non Stop,2771
241,IndiGo,6E-7137/5211,19/01/2022,Nagpur,Mumbai,15:45,20:45,5:00,1 Stop,3338
242,IndiGo,6E-7137/5218,19/01/2022,Nagpur,Mumbai,15:45,23:25,7:40,1 Stop,3338
243,IndiGo,6E-7079/6605,19/01/2022,Nagpur,Mumbai,20:20,05:55,9:35,1 Stop,3338
244,Go First,G8-2516/336,19/01/2022,Nagpur,Mumbai,07:00,16:35,9:35,1 Stop,4947
245,Go First,G8-2516/392,19/01/2022,Nagpur,Mumbai,07:00,17:15,10:15,1 Stop,4947
246,Go First,G8-2516/323,19/01/2022,Nagpur,Mumbai,07:00,20:25,13:25,1 Stop,4947
247,Go First,G8-2516/346,19/01/2022,Nagpur,Mumbai,07:00,21:55,14:55,1 Stop,4947
248,Air India,AI-470/868,19/01/2022,Nagpur,Mumbai,08:25,20:00,11:35,1 Stop,5098
249,Air India,AI-470/624,19/01/2022,Nagpur,Mumbai,08:25,21:15,12:50,1 Stop,5098
250,Air India,AI-470/441,19/01/2022,Nagpur,Mumbai,08:25,21:35,13:10,2 Stop(s),5098
251,Air India,AI-470/805,19/01/2022,Nagpur,Mumbai,08:25,22:10,13:45,1 Stop,5098
252,Air India,AI-470/887,19/01/2022,Nagpur,Mumbai,08:25,09:05,24:40,1 Stop,5098
253,Air India,AI-470/678,19/01/2022,Nagpur,Mumbai,08:25,11:15,26:50,1 Stop,5098
254,Air India,AI-470/636,19/01/2022,Nagpur,Mumbai,08:25,18:15,9:50,2 Stop(s),5413
